Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,converted,pred_prob,predicted_values,Lead Score
b00a85a0-cb15-4cd5-b563-b3dc9210b071,642361,Landing Page Submission,Direct Traffic,No,No,1,2.0,1232,2.0,SMS Sent,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,SMS Sent,0.0,0.7669008600810567,1.0,76.69008600810568
7521b235-506d-4b28-b5a8-a4fd5fc49b08,642356,Landing Page Submission,Google,No,No,0,2.0,1188,1.0,Email Bounced,India,Finance Management,Student of SomeSchool,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified,0.0,0.12414289490686846,0.0,12.414289490686846
798fe5c0-216e-4c8b-83e0-b45366e5e401,642352,Landing Page Submission,Google,No,No,0,6.0,1049,6.0,SMS Sent,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified,0.0,0.02673869141147163,0.0,2.673869141147163
bf885bbb-c60f-4c99-a6cb-8bcd60d530ae,642343,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,0.0,0.022893568687330175,0.0,2.2893568687330177
a7b1d408-59df-4e07-a6ef-512c8d1d2721,642333,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,0.0,0.012285182418143806,0.0,1.2285182418143807
26bffe99-d65d-4b26-b26c-5ebd41daf74e,642307,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,0.0,0.012285182418143806,0.0,1.2285182418143807
f2e9807e-475b-49e9-b958-698c57484912,642303,API,Google,No,No,1,4.0,1219,1.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,1.0,0.9921677207827526,1.0,99.21677207827526
db9312a1-c65f-4a0c-a1e9-e82c65bb74b2,642295,Landing Page Submission,Google,No,No,0,4.0,198,4.0,Email Opened,India,Supply Chain Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Email Opened,1.0,0.17790089137144027,0.0,17.790089137144026
97a50974-e726-49d3-bd55-6a1368bde820,642278,Landing Page Submission,Google,No,No,0,3.0,1334,3.0,Email Opened,India,Human Resource Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Email Opened,1.0,0.6503447409250654,1.0,65.03447409250654
945a6d76-6f80-4305-afa6-7eacf79cc04a,642256,Landing Page Submission,Direct Traffic,No,No,0,4.0,375,4.0,Email Opened,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Email Opened,0.0,0.7982902792888502,1.0,79.82902792888503
91e4fcd1-547f-45fd-9cd9-f679c1c27440,642248,Lead Add Form,Welingak Website,No,No,1,0.0,0,0.0,Email Opened,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Lateral Student,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,No,Email Opened,0.0,0.015302895791503119,0.0,1.530289579150312
d5ca5847-b4ad-4026-a756-180e96a55b9f,642242,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Select,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0,0.11889824869879223,0.0,11.889824869879224
da04f422-9364-47ff-b6d0-be997d3e01aa,642228,Landing Page Submission,Google,No,No,0,12.0,1261,4.0,SMS Sent,India,IT Projects Management,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,14.0,15.0,No,Yes,Modified,1.0,0.5063503645058045,1.0,50.63503645058045
c6834e22-978b-45b6-9ff4-bcbb4202fc6f,642222,API,Google,No,No,1,2.0,594,1.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,13.0,No,No,SMS Sent,1.0,0.8298058667792357,1.0,82.98058667792357
b0447dbc-b9be-4f35-a7b9-a6058af9fb4f,642218,Landing Page Submission,Google,No,No,0,3.0,295,3.0,Email Opened,India,Business Administration,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,0.0,0.006655437043573191,0.0,0.6655437043573191
8cd87057-136c-4ac1-9cb1-7a86cba3bfbd,642217,API,Google,No,No,0,3.0,271,3.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,1.0,0.8095898268756629,1.0,80.95898268756629
de62377a-b97b-413c-bbd0-fb3c74ce019c,642213,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,1.0,0.6676312110192202,1.0,66.76312110192202
255296b5-8a0c-493f-92ac-01f7c0e9cc7d,642205,Lead Add Form,Welingak Website,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,1.0,0.9989088461099008,1.0,99.89088461099008
85b71b01-6d01-4714-bbc8-b7cd43c206b7,642204,Landing Page Submission,Google,No,No,1,5.0,1211,2.5,Email Opened,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,No,Email Opened,1.0,0.9183567965999487,1.0,91.83567965999487
52333a00-cc48-48e8-a23e-f3f6126d01b6,642202,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,0.0,0.053230662491826446,0.0,5.323066249182644
bca41b3f-5223-4f33-b592-71b55dfb4a43,642182,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,0.0,0.02623194696822665,0.0,2.623194696822665
b38d831b-e9a4-43b3-9e99-fdbb6fa88431,642180,API,Google,No,No,0,3.0,1275,3.0,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Modified,1.0,0.9817874754267483,1.0,98.17874754267483
843c0269-5eae-4f55-bcfd-a3a553640f75,642177,Landing Page Submission,Google,No,No,1,4.0,1506,4.0,SMS Sent,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,1.0,0.9891888981941797,1.0,98.91888981941797
c838cd76-fcb9-4f59-92cc-0dbe4cf732d7,642169,API,Google,No,No,1,3.0,1021,3.0,Email Opened,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Dual Specialization Student,Select,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,0.0,0.30330648935348065,0.0,30.330648935348066
c4bcfd09-2144-4c88-8fd3-df5012af9217,642165,API,Google,Yes,No,0,2.0,342,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Leads,Select,02.Medium,02.Medium,14.0,14.0,No,No,Modified,0.0,0.02035966332193636,0.0,2.035966332193636
270c704d-6a49-405f-aa18-4fb619f47e04,642146,API,Google,No,No,1,2.0,681,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,SMS Sent,0.0,0.04521224426597633,0.0,4.521224426597633
659b321e-eeea-4728-ad64-607867ddb697,642145,Landing Page Submission,Organic Search,No,No,1,3.0,1264,3.0,Converted to Lead,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Other Cities,02.Medium,02.Medium,15.0,16.0,No,Yes,Modified,0.0,0.02490997892210893,0.0,2.490997892210893
a2cacd48-6589-4e39-b190-b4e3610e4e74,642140,API,Direct Traffic,No,No,0,5.0,949,1.0,Olark Chat Conversation,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0,0.025198022642504873,0.0,2.519802264250487
df2edf95-8acb-42df-a9ed-bd4a4679fe11,642128,Landing Page Submission,Google,No,No,0,5.0,371,2.5,Form Submitted on Website,India,Finance Management,Social Media,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified,1.0,0.3620320002312066,0.0,36.20320002312066
27f14623-814d-4662-b878-7663721f3b3f,642126,API,Google,No,No,0,2.0,426,1.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,1.0,0.9897713494436761,1.0,98.9771349443676
8bb6be2e-04ec-4ecb-bd12-cdc837fa1375,642120,Landing Page Submission,Direct Traffic,No,No,0,3.0,491,3.0,Email Opened,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,13.0,16.0,No,Yes,Email Opened,1.0,0.9261389245420751,1.0,92.61389245420752
74dd7c9a-c363-481c-beb5-358d02c70ea7,642099,Landing Page Submission,Direct Traffic,No,No,1,6.0,99,6.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Leads,Thane & Outskirts,01.High,01.High,16.0,17.0,No,Yes,Email Opened,0.0,0.01977989618318538,0.0,1.9779896183185381
585b92f2-5754-49d9-8473-88b74fd86c33,642098,Lead Add Form,Welingak Website,No,No,1,3.0,555,1.5,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,02.Medium,01.High,15.0,17.0,No,No,Modified,0.0,0.033547927008938376,0.0,3.3547927008938374
bea76eeb-0d4c-4ae2-ae68-83cb5516910e,642090,API,Google,No,No,0,3.0,505,1.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,0.0,0.004236998140706262,0.0,0.42369981407062624
612f48fb-8987-47e7-957a-2b824ed3ab3e,642089,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,in touch with EINS,,No,No,Select,Select,03.Low,02.Medium,11.0,15.0,No,No,Email Opened,1.0,0.9076435243873993,1.0,90.76435243873992
69b98003-8dcb-40a1-864e-bae865a53461,642088,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,No,Email Opened,0.0,0.06222652904081332,0.0,6.222652904081332
b5de0fc9-c8f8-4362-bfb6-f0b9b374c3ac,642081,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,Email Opened,1.0,0.836774349622565,1.0,83.6774349622565
92a89963-caf1-4b62-a002-51c75eb6271c,642070,API,Google,No,No,0,4.0,1732,4.0,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Modified,1.0,0.9120264176850863,1.0,91.20264176850863
f1007120-187c-4f78-9bfd-251a9ec08acb,642069,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,1.0,0.9817874754267483,1.0,98.17874754267483
9958f720-0d02-4e53-acd3-c9feb1b95c0f,642061,Landing Page Submission,Google,Yes,No,0,4.0,32,4.0,Email Bounced,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Modified,0.0,0.020875563907402892,0.0,2.087556390740289
eef7a072-f60c-4ba2-b892-dfddd2a5e646,642056,Landing Page Submission,Google,No,No,1,11.0,1714,5.5,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Email Opened,0.0,0.036536847249556255,0.0,3.6536847249556255
acdcb1ec-45fe-4d6b-bc6f-ae8927177554,642054,API,Google,No,No,0,3.0,121,3.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,0.0,0.02741170948171014,0.0,2.741170948171014
e3e25093-9bdd-4ce5-95ff-e8e868b918c9,642052,Landing Page Submission,Google,No,No,0,3.0,251,3.0,SMS Sent,India,,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified,0.0,0.020956060671104507,0.0,2.0956060671104506
948edb0d-33f0-4464-8f5d-c450cfa70eb3,642049,Landing Page Submission,Google,No,No,0,4.0,700,4.0,SMS Sent,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,Modified,1.0,0.2762210543667096,0.0,27.622105436670957
02483b04-5fb9-4484-bb68-0fccdb237559,642046,Landing Page Submission,Google,No,No,0,8.0,699,8.0,Email Opened,India,Human Resource Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified,1.0,0.51322657060831,1.0,51.322657060831
18dd123f-8f38-4606-a7c7-497b1e435da4,642032,Landing Page Submission,Direct Traffic,No,No,0,3.0,597,3.0,Email Opened,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened,0.0,0.010061011769612561,0.0,1.006101176961256
48b03ba6-0eb1-45b5-b49e-f5621ee81dd9,642028,API,Olark Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Modified,0.0,0.1539680344917157,0.0,15.39680344917157
880b5fab-1d67-42ce-81c1-d21b3056e043,642018,Landing Page Submission,Google,No,No,0,7.0,8,7.0,SMS Sent,India,Human Resource Management,Social Media,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,0.0,0.053230662491826446,0.0,5.323066249182644
fc5c6276-7d2a-429c-960c-72880f2c1f8b,642012,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,1.0,0.5615597588817737,1.0,56.155975888177366
19a808a7-408f-45cd-a3b0-9994120f4d11,641985,Landing Page Submission,Direct Traffic,No,No,0,4.0,360,4.0,Page Visited on Website,,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,0.0,0.2995817107018296,0.0,29.95817107018296
cda023b7-8c9b-4961-a420-2e8c24027731,641984,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,1.0,0.7340425699826165,1.0,73.40425699826166
fec60561-899e-43e3-ac2c-bc78e654619a,641976,Landing Page Submission,Google,No,No,0,5.0,271,1.67,SMS Sent,India,Human Resource Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified,1.0,0.7087754681504498,1.0,70.87754681504498
28157e7a-156d-4f46-8863-80d5d675cfe0,641959,Landing Page Submission,Google,No,No,1,6.0,76,3.0,Email Opened,India,Operations Management,Other,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,No,Email Opened,1.0,0.9700420696335248,1.0,97.00420696335247
0036610c-a13a-4719-b0d2-5a1408600dec,641958,Landing Page Submission,Google,No,No,0,2.0,376,2.0,Converted to Lead,India,Finance Management,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,No,Modified,0.0,0.06660762171051443,0.0,6.660762171051443
a7f0b21c-ba03-4e8a-8626-ec04f94f2b93,641957,API,Olark Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Email Link Clicked,0.0,0.053230662491826446,0.0,5.323066249182644
8fe6e4c6-3f17-4851-9417-d0374e03601a,641955,Lead Add Form,Reference,No,No,1,2.0,1349,1.0,Olark Chat Conversation,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,19.0,No,Yes,Olark Chat Conversation,0.0,0.012285182418143806,0.0,1.2285182418143807
05d1b0d6-b253-49ff-897f-6112bdfbbac3,641946,Landing Page Submission,Google,No,No,1,6.0,1116,3.0,Email Opened,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Dual Specialization Student,Mumbai,02.Medium,01.High,14.0,19.0,No,No,Email Opened,0.0,0.007779831808823415,0.0,0.7779831808823414
36249219-6c3f-4e9f-a977-ae2b2cc17bc5,641940,Landing Page Submission,Google,No,No,1,3.0,370,1.5,SMS Sent,India,International Business,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent,0.0,0.005839077574182959,0.0,0.5839077574182959
aee160e1-3e1e-4564-a32a-ff4c32d7db7f,641934,API,Google,No,No,0,3.0,131,1.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,0.0,0.02356240665301548,0.0,2.3562406653015477
339ffc91-990c-4ead-8e96-51867f292e8d,641925,API,Google,No,No,0,2.0,2117,2.0,Olark Chat Conversation,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Modified,0.0,0.022414906898613904,0.0,2.2414906898613904
ebe5974f-edc4-4586-b504-56048639b799,641916,API,Google,No,No,0,10.0,85,5.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Modified,0.0,0.08399101085411977,0.0,8.399101085411976
8b25e565-33bb-4219-8c37-da44daf5b4ce,641909,Landing Page Submission,Direct Traffic,No,No,1,8.0,1190,2.0,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,No,Yes,Page Visited on Website,0.0,0.3001910589390359,0.0,30.019105893903593
79bdf37f-8263-41b0-8510-9d1b51f0ac6b,641908,Landing Page Submission,Direct Traffic,No,No,0,5.0,287,5.0,SMS Sent,India,Travel and Tourism,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,14.0,14.0,No,Yes,Modified,1.0,0.9826631850602444,1.0,98.26631850602445
af45de45-0bd1-49a2-829a-3f9ca941a00b,641907,API,Google,No,No,0,2.0,1303,2.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,1.0,0.9159693425908914,1.0,91.59693425908914
3d6239ad-f532-4d0d-8367-3f46408ea71a,641905,Landing Page Submission,Google,No,No,1,10.0,1026,10.0,SMS Sent,India,Supply Chain Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent,0.0,0.3513735594327246,0.0,35.13735594327246
8e07776b-a0eb-4d0b-921e-542baafa632d,641891,API,Google,No,No,1,8.0,167,4.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened,1.0,0.9817874754267483,1.0,98.17874754267483
9e0f9320-0a03-44b1-915e-213e0027bd05,641875,Landing Page Submission,Google,No,No,0,3.0,759,3.0,Form Submitted on Website,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified,1.0,0.9120264176850863,1.0,91.20264176850863
3e52dfb1-33e1-42ba-86b6-26cab8bddba3,641870,Landing Page Submission,Organic Search,Yes,No,0,5.0,75,5.0,Unsubscribed,India,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,03.Low,02.Medium,12.0,16.0,No,Yes,Modified,0.0,0.5688046682746767,1.0,56.88046682746767
5f5c9a0c-eb69-4704-a70d-9864df7fc25c,641867,Landing Page Submission,Direct Traffic,No,No,0,1.0,210,1.0,Converted to Lead,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,0.0,0.6569346631250819,1.0,65.69346631250819
a24f4b65-8a20-451b-a644-f2cbd2cfed97,641858,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,0.0,0.012285182418143806,0.0,1.2285182418143807
fb4ffb85-6cf6-4e64-b40a-ca844884b1cb,641857,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0,0.030356657265757696,0.0,3.0356657265757696
21728e61-e345-4587-a62b-b56c0f98355f,641850,Landing Page Submission,Google,No,No,1,3.0,845,3.0,SMS Sent,India,IT Projects Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,02.Medium,02.Medium,14.0,14.0,No,No,SMS Sent,1.0,0.6960334078793936,1.0,69.60334078793936
9e85441e-b71a-4656-9a52-9ccf4b0d80d5,641829,Landing Page Submission,Google,No,No,1,5.0,1,5.0,SMS Sent,India,Marketing Management,Student of SomeSchool,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,SMS Sent,0.0,0.04289520922016686,0.0,4.289520922016686
cab05457-6ecb-4034-b9e4-cd36cf7931db,641827,Landing Page Submission,Google,No,No,0,2.0,1335,2.0,Email Opened,India,"Banking, Investment And Insurance",Other,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified,0.0,0.01989881522915559,0.0,1.989881522915559
96cf044c-2431-4bc9-ad10-ea1e4716bb92,641826,Landing Page Submission,Google,No,No,0,2.0,51,2.0,Email Opened,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,1.0,0.9159693425908914,1.0,91.59693425908914
0041d12d-224e-4b59-8f04-bb79b7035408,641817,API,Google,No,No,1,2.0,1387,2.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,No,Modified,0.0,0.3471245267026611,0.0,34.71245267026611
8fe92f1a-1d93-472e-9ab3-91d0d9ac4f62,641781,Landing Page Submission,Direct Traffic,No,No,0,30.0,68,10.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,Yes,Modified,,,,
